Perf_id;Proc_filing;Perf_description;Perf_initialDate;Perf_finalDate;Perf_date;Perf_location;Perf_attached
0;11001310502820160007800;20 Ene 2020 - TELEGRAMA;;;2020-01-20;LETRA;
0;11001333603720130035900;21 Ene 2020 - CONSTANCIA SECRETARIAL;;;2020-01-21;SECRETARÍA;
0;11001310501520180071300;28 Ene 2020 - NO SE ACCEDE A LA PETICION DE LA PARTE DEMANDADA, REQUIERE A LA MISMA;2020-01-29;2020-01-29;2020-01-29;LETRA;
0;11001310500220170029800;31 Ene 2020 - SUPERSALUD - CONFLICTO DE JURISDICCIÓN CE 2011-0576, JUZGADO 41 CCTO 2017-0541, TSB SALA MIXTA FOLIO 2017 (AUTO 15 MAYO SUPERSALUD ORDENA ENVIAR A CSJ);;;2020-02-07;CONSEJO SUPERIOR DE LA JUDICATURA;
0;11001334305820190021300;21 Feb 2020 - CONSEJO SJ - CONFLICTO DE JURISDICCIÓN JUZGADO 14 LABORAL 2019-0282;;;2020-02-21;CONSEJO SUPERIOR DE LA JUDICATURA;
0;11001310500720150021900;19 Feb 2020 - FIJA FECHA AUDIENCIA - 20 DE MAYO DE 2020, 10:00 A.M.;2020-02-20;2020-02-20;2020-02-21;LETRA;
0;25000233600020190035800;25 Feb 2020 - TRASLADO DE EXCEPCIONES;2020-02-26;2020-02-28;2020-02-25;SECRETARÍA;
0;25000234100020160197200;07 Mar 2019 - AL DESPACHO;;;2020-03-07;DESPACHO;
0;11001310500720150082600;09 Mar 2020 - RECEPCIÓN EXPEDIENTE;;;2020-03-09;DESPACHO;
0;11001310503120160041600;10 Mar 2020 - CONSTANCIA SECRETARIAL - EXPEDIENTE SE PASA PARA NOTIFICAR;;;2020-03-10;SECRETARÍA;
0;11001310503620150042700;12 Mar 2020 - ACEPTA EL DESISTIMIENTO PARCIAL, SIN CONDENA EN COSTAS, REQUIERE A LA PARTE ACTORA;2020-03-13;2020-03-13;2020-03-13;NOTIFICACIONES;
0;11001310500120180013000;13 Mar 2020 - DECIDE RECURSO - NO REPONE;2020-03-16;2020-03-16;2020-03-16;OFICIOS;
0;11001310501420190028200;14 Jun 2019 - CONSEJO SJ - CONFLICTO DE JURISDICCIÓN JUZGADO 58 ADMINISTRATIVO 2019-0213;;;2020-06-14;SECRETARÍA;
0;11001310503320130026701;12 Ago 2020 - RECEPCIÓN MEMORIAL - INSTITUTO DE DESARROLLO URBANO;;;2020-08-14;DESPACHO;
0;11001310500120190130000;19 Ago 2020 - AUTO ORDENA ENVIAR PROCESO EN RAZON DE COMPETENCIA;2020-08-20;2020-08-20;2020-08-20;SECRETARÍA;
0;11001410500620200001800;03 Sep 2020 - FIJA FECHA AUDIENCIA;2020-09-04;2020-09-04;2020-09-04;SECRETARÍA;
0;11001310503020150087600;07 Sep 2020 - CONCEDE APELACIÓN EFECTO DEVOLUTIVO;;;2020-09-07;NOTIFICACIONES;
0;11001310502020160067001;"11 Sep 2020 - RECEPCIÓN MEMORIAL - PODER MINISTERIO SALUD - RECIBIDO POR CORREO ELECTRONICO EL 13/07/20; PODER ADRES - RECIBIDO POR CORREO ELECTRONICO EL 23/07/20";;;2020-09-11;LETRA;
0;11001310501620160053000;16 Sep 2020 - RECEPCIÓN MEMORIAL - SOLICITUD COPIA RTA ;;;2020-09-16;DESPACHO;
0;11001310502320140017400;17 Sep 2020 - AL DESPACHO;;;2020-09-17;DESPACHO;
0;11001410500920200006100;29 Sep 2020 - SENTENCIA ABSOLUTORIA, ORDENA ARCHIVO;;;2020-09-29;SECRETARÍA;
0;11001400308120190006300;06 Oct 2020 - OFICIO ELABORADO - OFICIO NO 0966;;;2020-10-06;TERMINADOS;
0;11001310502920170010800; 09 Oct 2020 - RECEPCIÓN EXPEDIENTE - DEL CONSEJO SUPERIOR DE LA JUDICATURA;;;2020-10-09;SECRETARÍA;
0;11001310503420120056900;16 Oct 2020 - RECEPCIÓN MEMORIAL - RENUNCIA DE PODER;;;2020-10-16;NOTIFICACIONES;
0;11001418902120190211000;22 Oct 2020  - DECLARA TERMINACIÓN DEL PROCESO POR TRANSACCIÓN;2020-10-23;2020-10-23;2020-10-23;SECRETARÍA;
0;11001310500620150072700;23 Oct 2020 - NIEGA RECURSO DE REPOSICION;2020-10-26;2020-10-26;2020-10-27;TÉRMINOS;
0;11001400308520190045500;28 Oct 2020 - CONSTANCIA SECRETARIAL - SE ENVIA REPORTE DE DINEROS A LA DEMANDANTE;;;2020-10-28;LETRA;
0;11001310501320200034201;30 Oct 2020 - FALLO TUTELA SEGUNDA INSTANCIA;;;2020-11-03;SECRETARÍA;
0;11001310500920150024700; 06 Nov 2020 - RECONOCE PERSONERÌA Y FIJA FECHA DE LA PRÓXIMA DILIGENCIA - 20 DE NOVIEMBRE DE 2020, 12:00 M.;2020-11-09;2020-11-09;2020-11-09;SECRETARÍA;
0;11001310500820170068700;04 Nov 2020 - RECEPCIÓN MEMORIAL - SOLICITA COPIA DE LA CONTESTACIÓN;;;2020-11-10;TÉRMINOS;
0;11001310503820160098400;17 Nov 2020 - TRASLADO ART. 108 CPC RECURSO DE REPOSICION;2020-11-18;2020-11-20;2020-11-13;TÉRMINOS;
0;11001310501320200040000;18 Nov 2020 - AL DESPACHO - PASA A SUSTANCIAR;;;2020-11-19;DESPACHO;
0;11001310502320150096100;24 Nov 2020 - FIJA FECHA AUDIENCIA - 23 DE FEBRERO DE 2021, 02:30 P.M.;;;2020-11-24;SECRETARÍA;
0;11001400305820190091700;03 Dic 2020 - ENTREGA DE OFICIOS - ENTREGA DE OFICIOS AUTORIZADA;;;2020-12-03;LETRA;
0;11001310502820150026700;"02 Dic 2020 - FIJA FECHA AUDIENCIA - 21 DE ABRIL DE 2021; 02:30 P.M.";2020-12-03;2020-12-03;2020-12-03;SECRETARÍA;
0;11001333704020180011801;07 Dic 2020 - RECEPCIÓN MEMORIAL - SOLICITUD REMISIÓN POR FALTA DE JURISDICCIÓN ;;;2020-12-10;SECRETARÍA;
0;11001310503220180071100;11 Dic 2020 - RECEPCIÓN MEMORIAL - PARTE DEMANDANTE ALLEGA ACTA DE CUSTODIA;;;2020-12-11;LETRA;
0;11001310503720170000800;15 Dic 2020 - RECEPCIÓN MEMORIAL - REITERANDO SOLICITUD;;;2020-12-15;DESPACHO;
0;11001310501620160044600;15 Dic 2020 - FIJA FECHA AUDIENCIA - 09 DE ABRIL DE 2021, 09:00 A.M.;2020-12-16;2020-12-16;2020-12-16;LETRA;
0;11001310501320190055900;12 Ene 2021 - AL DESPACHO PASA A SUSTANCIAR;;;2021-01-12;DESPACHO;
0;11001310501620140037200;14 Ene 2021 - RECEPCIÓN MEMORIAL - RENUNCIA DE PODER;;;2021-01-14;DESPACHO;
0;11001310502820190085600;14 Ene 2021 - AL DESPACHO;;;2021-01-14;DESPACHO;
0;11001310502220160046500;15 Ene 2021 - RECEPCIÓN MEMORIAL - RENUNCIA PODER;;;2021-01-15;TÉRMINOS;
0;11001310502520190013300;29 Ene 2021 - AUTO DE TRÁMITE - REMITE EXPEDIENTE AL JUZGADO 41 LABORAL DEL CTO DE BTA ;;;2021-01-29;TÉRMINOS;
0;11001334306520190010800;01 Feb 2021 - RECEPCIÓN MEMORIAL - RENUNCIA PODER;;;2021-02-01;SECRETARÍA;
0;11001410500620200037200; 29 Ene 2021 - INADMITE DEMANDA ;2021-02-01;2021-02-01;2021-02-01;TÉRMINOS;
0;11001310502420200047500;02 Feb 2021 - AL DESPACHO POR REPARTO;;;2021-02-02;DESPACHO;
0;11001310503720200022400;02 Feb 2021 - AL DESPACHO;;;2021-02-02;DESPACHO;
0;11001333400120200029700;04 Feb 2021 - ENVÍO TRIBUNAL ADMINISTRATIVO - OFICIO:018-J01-2021;;;2021-02-04;TRIBUNAL SUPERIOR;
0;11001311002620180029400;05 Feb 2020 - AL DESPACHO;;;2021-02-05;DESPACHO;
0;11001310503520190031900;05 Feb 2021 - AL DESPACHO;;;2021-02-05;DESPACHO;
0;11001010200020200058900;04 Feb 2021 - ENVIO CORTE CONSTITUCIONAL;;;2021-02-08;DESPACHO;
0;11001333502820170045500;"05 Feb 2021 - MODIFICA AUTO; AUTO DE TRASLADO - SOLICITUD MEDIDA CAUTELAR (2)";2021-02-08;2021-02-08;2021-02-08;SECRETARÍA;
0;11001310502020150015001;08 Feb 2021 - AL DESPACHO;;;2021-02-08;DESPACHO;
0;11001310502920110075502;09 Feb 2021 - AL DESPACHO;;;2021-02-09;DESPACHO;
0;11001310501820110097802;09 Feb 2021 - DEVOLUCIÓN JUZGADO ORIGEN - TRIBUNAL SUPERIOR DE BOGOTÁ, OFICIO 08005 - 5557;;;2021-02-09;ORIGEN;
0;11001310502320160062402;09 Feb 2021 - AL DESPACHO;;;2021-02-09;DESPACHO;
0;11001310500420210003600;09 Feb 2021 - AL DESPACHO PARA ESTUDIO DE ADMISIÓN;;;2021-02-09;DESPACHO;
0;11001310502620190085700;09 Feb 2021 - RECEPCIÓN MEMORIAL - SOLICITUD;;;2021-02-09;DESPACHO;
0;11001023000020200000200;10 Feb 2021 - OFICIO REMISORIO - AL DR. HERMENS DARÍO LARA ACUÑA DEL TRIBUNAL SUPERIOR DE BOGOTÁ;;;2021-02-10;DESPACHO;
0;11001310502420210005500;10 Feb 2021 - RADICACIÓN DE PROCESO;;;2021-02-10;REPARTO;
0;11001310500520190017301;10 Feb 2021 - AL DESPACHO;;;2021-02-11;DESPACHO;
0;11001310501420150022700;10 Feb 2021 - CONCEDE TÉRMINO - PREVIO A RESOLVER RECURSO ;2021-02-11;2021-02-11;2021-02-11;TÉRMINOS;
0;11001310500820200017200;11 Feb 2021 - ADMITE DEMANDA, ORDENA NOTIFICAR ;PENDIENTE REFORMA;2021-02-12;2021-02-12;NOTIFICACIONES;
0;11001310503120120003101;11 Feb 2021 - PONE EN CONOCIMIENTO - ORDENA COMPENSAR EL EXPEDIENTE;2021-02-12;2021-02-12;2021-02-12;ARCHIVO;
0;11001310500120190068000;04 Feb 2021 - RECEPCIÓN MEMORIAL - CONTESTACIÓN DEMANDA COLMENA ;;;2021-02-18;VOLVER AL DESPACHO;
0;11001310500220200002100;18 Feb 2021 - ADMITE DEMANDA, ORDENA NOTIFICAR PARTE DEMANDADA;2021-02-19;2021-02-19;2021-02-19;NOTIFICACIONES;
0;11001310502420160038200;19 Feb 2021 - RECEPCIÓN MEMORIAL - SOLICITUD PIEZAS PROCESALES;;;2021-02-19;LETRA;
0;11001310302120150077401;19 Feb 2021 - TRASLADO SUPLICA ART. 332 C.G.P;2021-02-23;2021-02-25;2021-02-22;SECRETARÍA;
0;11001310501120200044200;22 Feb 2021 - AL DESPACHO;;;2021-02-22;DESPACHO;
0;11001310503720190032100;19 Feb 2021 - RECEPCIÓN MEMORIAL - DICTAMEN;;;2021-02-22;TÉRMINOS;
0;11001310503820200027300;22 Feb 2021 - DILIGENCIA DE NOTIFICACIÓN PERSONAL - NOTIFICACION POSITIVA Y AGENCIA NACIONAL;;;2021-02-22;TÉRMINOS;
0;76534;23 Feb 2021 - DERECHO DE PETICIÓN GENERAL;;;2021-02-23;SECRETARÍA;
0;11001334205320170048800;23 Feb 2021 - ARCHIVO DEFINITIVO - ARCHIVO FEBRERO 2021 CAJA 6;;;2021-02-23;ARCHIVO;
0;11001310500820150017600;22 Feb 2021 - FIJA FECHA AUDIENCIA - 15 DE JUNIO DE 2021, 03:30 P.M.;2021-02-23;2021-02-23;2021-02-23;LETRA;
0;25000234100020200082300;24 Feb 2021 - RECEPCIÓN MEMORIAL - DEMANDANTE ALLEGA RECURSO DE REPOSICIÓN Y EN SUBSIDIO SÚPLICA;;;2021-02-24;SECRETARÍA;
0;11001400305520190085200;24 Feb 2021 - RELEVA LIQUIDADOR, REQUIERE PARTE ACTORA;2021-02-25;2021-02-25;2021-02-25;TELEGRAMAS;
0;11001410500320190033100;24 Feb 2021 - REQUIERE;2021-02-25;2021-02-25;2021-02-25;LETRA;
