Perf_id;Proc_filing;Perf_description;Perf_initialDate;Perf_finalDate;Perf_date;Perf_location;Perf_attached
0;11001400304820200043700;22 Oct 2020 - ADMITE DEMANDA;2020-10-23;2020-10-23;2020-10-23;SECRETARÍA;
0;11001400304820200043800; 07 Sep 2020 - RADICACIÓN DE PROCESO ;;;2020-09-07;SECRETARÍA;
0;11001400304820200070100;20 Nov 2020 - RADICACIÓN DE PROCESO;;;2020-11-27;SECRETARÍA;
0;11001400304920200075000;27 Nov 2020 - AL DESPACHO;;;2020-11-27;DESPACHO;
0;11001400305020190066100;13 Ago 2019 - ELABORACIÓN DE OFICIOS ;;;2019-08-01;LETRA;
0;11001400305120180095000;23 Oct 2019 - AUTO DE TRÁMITE;2019-10-24;2019-10-24;2019-10-24;LETRA;
0;11001400305120190081700;01 Dic 2020 - RECONOCE PERSONERÍA;2020-12-02;2020-12-02;2020-12-02;LETRA;
0;11001400305220170029000;12 Nov 2020 - RELEVA Y DESIGNA A CRISTIAN FRANCISCO SERRATO DEL RIO COMO LIQUIDADOR;2020-11-13;2020-11-13;2020-11-13;TELEGRAMAS;
0;11001400307520180020601;03 Dic 2020 - REQUIERE AL COLEGIO NUEVO GIMNASIO CRITIANO;2020-12-04;2020-12-04;2020-12-04;TELEGRAMAS;
0;11001400305220190079200;03 Dic 2020 - NOMBRA AUXILIAR DE LA JUSTICIA;2020-12-04;2020-12-04;2020-12-04;TELEGRAMAS;
0;11001400305220190091500;15 Oct 2020 - POR SECRETARIA DESE CUMPLIMIENTO AUTO ;2020-10-16;2020-10-16;2020-10-16;SECRETARÍA;
0;11001400305320190060700;12 Nov 2020 - NOMBRA AUXILIAR DE LA JUSTICIA;2020-11-13;2020-11-13;2020-11-13;OFICIOS;
0;11001400305320190090900;11 Sep 2020 - ORDENA ENTREGA DEPÓSITO JUDICIAL Y OTROS;2020-09-14;2020-09-14;2020-09-14;TÍTULOS;
0;11001400305320200015500;13 Nov 2020 - REQUIERE AL LIQUIDADOR;2020-11-17;2020-11-17;2020-11-17;OFICIOS;
0;11001400305320200050600; 09 Oct 2020 - ADMITE DEMANDA ;2020-10-13;2020-10-13;2020-10-13;OFICIOS;
0;11001400305420200047200; 16 Sep 2020 - RECEPCIÓN MEMORIAL - ALLEGAN PODER;;;2020-09-16;DESPACHO;
0;11001400305420200047600; 11 Sep 2020 - AL DESPACHO POR REPARTO;;;2020-09-11;DESPACHO;
0;11001400300120200045500;27 Nov 2020- - DECRETA MEDIDA CAUTELAR - ORDENA INSCRIPCION DEMANDA;2020-11-30;2020-11-30;2020-11-30;LETRA;
0;11001400300120200055600;20 Nov 2020 - OFICIO ELABORADO;;;2020-11-20;LETRA;
0;11001400300220200010400;28 Sep 2020 - RECEPCIÓN MEMORIAL - ALLEGAN PAGO HONORARIOS;;;2020-10-01;LETRA;
0;11001400300320190029800;02 Dic 2020 - RESUELVE RENUNCIA PODER;2020-12-03;2020-12-03;2020-12-03;LETRA;
0;11001400300320190059500;11 Nov 2020 - CONSTANCIA SECRETARIAL - NO ENTRO;;;2020-11-11;LETRA;
0;11001400300320190070400; 04 Sep 2019 - TELEGRAMA ;;;2019-09-04;LETRA;
0;11001400300320190093000;05 Nov 2019 - AUTO ADMITE DEMANDA;2019-11-06;2019-11-06;2019-11-06;LETRA;
0;11001400300320190128700;12 Dic 2019 - ADMITE DEMANDA ;2019-12-04;2019-12-04;2019-12-04;LETRA;
0;11001400300320200059900;14 Oct 2020 - ADMITE DEMANDA;2020-10-15;2020-10-15;2020-10-15;OFICIOS;
0;11001400300420190083100;30 Nov 2020 - RECEPCIÓN MEMORIAL - FIJAR HONORARIOS-DG-ANEXADO;;;2020-11-30;SECRETARÍA;
0;11001400300420190095900;02 Dic 2020 - RESUELVE SOLICITUD;2020-12-03;2020-12-03;2020-12-03;OFICIOS;
0;11001400300420200048100;23 Nov 2020 - REVOCA AUTO. NO CONCEDE RECRUSO D APELACIÓN.;2020-11-24;2020-11-24;2020-11-24;OFICIOS;
0;11001400300520170049600;19 Nov 2020 - AL DESPACHO;;;2020-11-19;DESPACHO;
0;11001400300520200004600;"07 Dic 2020 - RECEPCIÓN MEMORIALES - 2 FOLIOS 30/11/2020 CORREO PODER DEMANDANTE; 5 FOLIOS 30/11/2020 CORREO; 3 FOLIOS 1/12/2020 CORREO ACLARACION MEMORIAL";;;2020-12-07;SECRETARÍA;
0;11001400300520200063800;27 Nov 2020 - ELABORACIÓN DE OFICIOS - 3319-3320 // TELEGRAMA - 290 A 292;;;2020-11-27;OFICIOS;
0;11001400300620190009600;15 Jul 2020 - RECONOCE PERSONERÍA;2020-07-16;2020-07-16;2020-07-16;TELEGRAMAS;
0;11001400300620190083900;30 Sep 2020 - REQUIERE;2020-10-01;2020-10-01;2020-10-01;TELEGRAMAS;
0;11001400300620200039200;04 Ago 2020 - APERTURA LIQUIDACIÓN PATRIMONIAL;;;2020-08-04;LETRA;
0;11001400300620200070100;01 Dic 2020 - RECHAZA DEMANDA;2020-12-02;2020-12-02;2020-12-02;OFICIOS;
0;11001400300720170018200;"04 Dic 2020 - RESUELVE SOLICITUD; PONE EN CONOCIMIENTO";2020-12-07;2020-12-07;2020-12-07;LETRA;
0;11001400300720180022200;"27 Nov 2020 - ORDENA NOTIFICAR; ORDENA CORRER TRASLADO CRÉDITO (2)";2020-11-30;2020-11-30;2020-11-30;TÉRMINOS;
0;11001400300720200046500;31 Jul 2020 - DISPONE APERTURA TRÁMITE DE LIQUIDACIÓN;2020-08-03;2020-08-03;2020-08-03;SECRETARÍA;
0;11001400300820170148400;20 Ago 2020 - NOMBRA AUXILIAR DE LA JUSTICIA;2020-08-21;2020-08-21;2020-08-21;LETRA;
0;11001400300820190109800;07 Dic 2020 - RECEPCIÓN MEMORIAL - REVOCATORIA DE PODER;;;2020-12-07;SECRETARÍA;
0;11001400300820190130400;06 Dic 2019 - ELABORACIÓN DE OFICIOS;;;2019-12-06;LETRA;
0;11001400300820200046100;20 Ago 2020 - DECRETA APERTURA LIQUIDACIÓN JUDICIAL;2020-08-21;2020-08-21;2020-08-21;SECRETARÍA;
0;11001400300920190118500;23 Oct 2020 - REQUIERE;2020-10-26;2020-10-26;2020-10-26;OFICIOS;
0;11001400301020200006300; 17 Feb 2020 - ADMITE DEMANDA ;2020-02-18;2020-02-18;2020-02-18;OFICIOS;
0;11001400301020200010300;28 Sep 2020 - RESUELVE RENUNCIA PODER;2020-10-29;2020-10-29;2020-10-29;LETRA;
0;11001400301020200046601;07 Oct 2020 - RECONOCE PERSONERÍA;2020-10-08;2020-10-08;2020-10-08;LETRA;
0;11001400301120200040500;16 Oct 2020 - NOMBRA AUXILIAR DE LA JUSTICIA;2020-10-19;2020-10-19;2020-10-19;TÉRMINOS;
0;11001400301220180096300;07 Dic 2020 - NOMBRA AUXILIAR DE LA JUSTICIA;2020-12-09;2020-12-09;2020-12-09;OFICIOS;
0;11001400301320190123900;02 Sep 2020 - RECONOCE PERSONERÍA, ORDENA OFICIAR;2020-09-04;2020-09-04;2020-09-04;SECRETARÍA;
0;11001400301320200006800;08 Oct 2020 - REQUIERE AL CONCURSADO;2020-10-09;2020-10-09;2020-10-14;SECRETARÍA;
0;11001400301320200060100;13 Oct 2020 - ADMITE DEMANDA;2020-10-13;2020-10-13;2020-10-13;OFICIOS;
0;11001400301420180095800;09 Nov 2020 - OFICIO ELABORADO - NO. 1662- 1663 ENTIDADES COPICALDAS Y OTRA;;;2020-11-09;SECRETARÍA;
0;11001400301420190075800; 27 Oct 2020 - RESUELVE SOLICITUD;2020-10-28;2020-10-28;2020-10-28;OFICIOS;
0;11001400301420200018300;03 Dic 2020 - REQUIERE;2020-12-04;2020-12-04;2020-12-04;OFICIOS;
0;11001400301420200046700; 15 Sep 2020 - ADMITE DEMANDA ;2020-09-16;2020-09-16;2020-09-16;OFICIOS;
0;11001400301520200049100;28 Sep 2020 - RECEPCIÓN MEMORIAL - CUMPLIMIENTO AUTO;;;2020-10-05;OFICIOS;
0;11001400301620190099500;28 Ene 2020 - CONSTANCIA SECRETARIAL - NO HAY LUGAR A OFICIOS, TODA VEZ QUE NO OBRAN PROCESOS PARA REMITIR;;;2020-01-28;SECRETARÍA;
0;11001400301620200056500;21 Oct 2020 - DECIDE RECURSO - MODIFICA;2020-10-22;2020-10-22;2020-10-22;OFICIOS;
0;11001400307020180079900;20 Nov 2020 - RECEPCIÓN MEMORIAL - RENUNCIA PODER;;;2020-11-20;TÉRMINOS;
0;11001400301720190067300;12 Nov 2020 - OFICIO ELABORADO - REQUIERE A LIQUIDADOR ;;;2020-11-12;TÉRMINOS;
0;11001400301820190133000;20 Oct 2020 - CONSTANCIA SECRETARIAL ;;;2020-10-20;TELEGRAMAS;
0;11001400301820200049200; 11 Ago 2020 - AL DESPACHO ;;;2020-08-11;DESPACHO;
0;11001400301820200068500;07 Dic 2020 - RESUELVE CORRECCIÓN PROVIDENCIA;2020-12-09;2020-12-09;2020-12-09;OFICIOS;
0;11001400301820200083400;03 Dic 2020 - RECEPCIÓN MEMORIAL - SUBSANACIÓN;;;2020-12-03;VOLVER AL DESPACHO;
0;11001400301920180060800;06 Ago 2020 - AUTO REQUIERE;2020-08-10;2020-08-10;2020-08-10;LETRA;
0;11001400301920190101800;10 Sep 2020 - RESUELVE SOLICITUD - ACEPTO ACREEDORES;2020-09-11;2020-09-11;2020-09-15;LETRA;
0;11001400302020160087200;30 Sep 2020 - RECEPCIÓN MEMORIAL - PODER;;;2020-09-30;DESPACHO;
0;11001400302020170017700;31 Jul 2019 - RECEPCIÓN MEMORIAL - SOLICITUD;;;2019-07-31;DESPACHO;
0;11001400302020200016400;03 Nov 2020 - AL DESPACHO;;;2020-11-03;DESPACHO;
0;11001400302020200035900; 28 Jul 2020 - AL DESPACHO POR REPARTO;;;2020-07-28;DESPACHO;
0;11001400302120170065500; 23 Jul 2018 - APROBAR LA RENDICIÓN DE CUENTAS;2018-07-24;2018-07-24;2018-07-24;ARCHIVO;
0;11001400302120190086300;02 Dic 2020 - AL DESPACHO;;;2020-12-02;DESPACHO;
0;11001400302120200006800;05 Oct 2020 - ENVÍO COMUNICACIONES TELEGRAFICAS NO. 384 AL 386;;;2020-10-05;LETRA;
0;11001400302120200041700;09 Sep 2020 - ADMITE DEMANDA, ORDENA OFICIAR;2020-09-10;2020-09-10;2020-09-10;OFICIOS;
0;11001400302220200048300;22 Sep 2020 - ADMITE DEMANDA;2020-09-23;2020-09-23;2020-09-23;OFICIOS;
0;11001400302220200071300;02 Dic 2020 - TRASLADO RECURSO REPOSICIÓN ART. 319 C.G.P.;2020-12-03;2020-12-07;2020-12-03;SECRETARÍA;
0;11001400302320200054400;26 Nov 2020 - ORDENA OFICIAR;2020-11-27;2020-11-27;2020-11-27;OFICIOS;
0;11001400306120160111800;30 Nov 2020 - AL DESPACHO;;;2020-11-30;DESPACHO;
0;11001400302420190091400;30 Nov 2020 - AL DESPACHO;;;2020-11-30;DESPACHO;
0;11001400302420190145100;26 Nov 2020 - ENVÍO COMUNICACIONES;;;2020-11-26;TÉRMINOS;
0;11001400302420200009400;20 Nov 2020 - DILIGENCIA DE NOTIFICACIÓN PERSONAL - POSESION LIQUIDADOR;;;2020-11-20;DESPACHO;
0;11001400302420200057000;"29 Sep 2020 - DECLARA APERTURA	";2020-09-29;;2020-11-03;TÉRMINOS;
0;11001400306920180063700;21 Oct 2020 - AVOCA CONOCIMIENTO;2020-10-22;2020-10-22;2020-10-22;TÉRMINOS;
0;11001400302520190100500; 09 Oct 2020 - RECEPCIÓN MEMORIAL - RENUNCIA DE PODER;;;2020-10-09;DESPACHO;
0;11001400302520200015100;31 Ago 2020 - RECEPCIÓN MEMORIAL - SOLICITUD DE RECONOCER PERSONERÍA;;;2020-08-31;DESPACHO;
0;11001400302520200055800; 17 Sep 2020 - AL DESPACHO POR REPARTO;;;2020-09-17;DESPACHO;
0;11001400302620160080300;30 Nov 2020 - AL DESPACHO - SOLICITUD FECHA;;;2020-11-30;DESPACHO;
0;11001400302620190033000;27 Feb 2020 - ENVÍO COMUNICACIONES - SE ENVIA TELEGRAMA;;;2020-02-28;LETRA;
0;11001400302620200067600;07 Dic 2020 - ADMITE DEMANDA;2020-12-09;2020-12-09;2020-12-09;OFICIOS;
0;11001400302720200064600;17 Nov 2020 - AL DESPACHO;;;2020-11-17;DESPACHO;
0;11001400302820180035100;24 Nov 2020 - RESUELVE SOLICITUD;2020-11-25;2020-11-25;2020-11-25;TERMINADOS;
0;11001400302820190048300;12 Nov 2020 - RESUELVE RENUNCIA PODER DE LA APODERADA DEL CONCURSADO;2020-11-13;2020-11-13;2020-11-13;LETRA;
0;11001400302820200044100;03 Nov 2020 - ELABORACIÓN DE OFICIOS;;;2020-11-03;LETRA;
0;11001400302820200053700;30 Nov 2020 - ELABORACIÓN DE OFICIOS - OFICIOS NRS 889-890-891;;;2020-11-30;LETRA;
0;11001400302820200066300;17 Nov 2020 - AL DESPACHO PARA CALIFICAR;;;2020-11-17;DESPACHO;
0;11001400303020190087100;24 Nov 2020 - RECEPCIÓN MEMORIAL - SOLICITUD DE HONORAROS 23-11-2020;;;2020-11-24;SECRETARÍA;
0;11001400303020200042600;23 Oct 2020 - OFICIO ELABORADO // COMUNICACIÓN SECRETARIAL FIRMADA - REVISADO Y FIRMADO;;;2020-10-23;OFICIOS;
0;11001400303020200057000; 01 Oct 2020 - AL DESPACHO POR REPARTO;;;2020-10-01;DESPACHO;
0;11001400303120190117400;13 Ene 2020 - SE REMITE PROCESO AL CENTRO DE CONCILIACIÓN CONSTRUCTORES DE PAZ;;;2020-01-13;SECRETARÍA;
0;11001400303120190132600;01 Dic 2020 - RECEPCIÓN MEMORIAL - SUBROGACIÓN;;;2020-12-01;DESPACHO;
0;11001400303120200016600;25 Nov 2020 - RECEPCIÓN MEMORIAL - RESPUESTA JUZ 01 CIVIL DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE;;;2020-11-25;DESPACHO;
0;11001400303120200069800;10 Nov 2020 - AL DESPACHO POR REPARTO;;;2020-11-10;DESPACHO;
0;11001400308520170079000;25 Nov 2020 - CONSTANCIA SECRETARIAL - SE PROCEDE A DAR RESPUESTA A LA SOLICITUD DE COPIA;;;2020-11-25;TÉRMINOS;
0;11001400303220190002900;01 Dic 2020 - CONSTANCIA SECRETARIAL;;;2020-12-02;TÉRMINOS;
0;11001400303220200023300;20 Oct 2020 - RECEPCIÓN MEMORIAL - MEMORIAL 15/10/2020) PARTE ACTORA ALLEGA CONSTANCIA DE PAGO DE HONORARIOS;;;2020-10-20;OFICIOS;
0;11001400303220200046700; 24 Ago 2020 - ADMITE DEMANDA ;2020-08-25;2020-08-25;2020-08-25;OFICIOS;
0;11001400303320200038200;03 Dic 2020 - AL DESPACHO;;;2020-12-02;DESPACHO;
0;11001400303320200050300;09 Nov 2020 - RESUELVE CORRECCIÓN PROVIDENCIA;2020-11-10;2020-11-10;2020-11-10;OFICIOS;
0;11001400303420200055200;24 Nov 2020 - OFICIO ELABORADO;;;2020-11-17;TÉRMINOS;
0;11001400303520200010700;01 Dic 2020 - AL DESPACHO;;;2020-12-01;DESPACHO;
0;11001400303620190034000;"27 Nov 2020 - REQUIERE A INTERESADOS ACREDITAR DILIGENCIAMIENTO OFICIOS; LIQUIDADOR ACREDITO ENTREGA MOTO";2020-11-30;2020-11-30;2020-11-30;LETRA;
0;11001400303620200051900;20 Nov 2020 - RECEPCIÓN MEMORIAL - LIQUIDADOR ALLEGA ACTA DE POSESION;;;2020-11-20;TÉRMINOS;
0;11001400303620200059400;27 Nov 2020 - DILIGENCIA DE NOTIFICACIÓN PERSONAL - LIQUIDADORA ;;;2020-11-27;TÉRMINOS;
0;11001400307420170037800; 08 Oct 2020 - RECEPCIÓN MEMORIAL - RENUNCIA AL PODER ;;;2020-10-09;VOLVER AL DESPACHO;
0;11001400307620170095200;03 Dic 2020 - CONSTANCIA SECRETARIAL ;;;2020-12-03;TÉRMINOS;
0;11001400307920160093300;25 Nov 2020 - RECEPCIÓN MEMORIAL - MEMORIAL VIRTUAL 13-08-20;;;2020-11-25;LETRA;
0;11001400308220180105700;03 Dic 2020 - AL DESPACHO;;;2020-12-03;DESPACHO;
0;11001400303920190008500;"30 Oct 2020 - RECEPCIÓN MEMORIAL - SOLICITUD COPIA AUTO, CITA AGENDADA	";;;2020-10-30;SECRETARÍA;
0;11001400303920190035800;20 Ago 2020 - RECEPCIÓN MEMORIAL;;;2020-08-20;TÉRMINOS;
0;11001400303920190059300;30 Nov 2020 - CONSTANCIA SECRETARIAL ;;;2020-11-30;TÉRMINOS;
0;11001400304020170142800;23 Oct 2020 - AUTO DE TRÁMITE;2020-10-26;2020-10-26;2020-10-26;LETRA;
0;11001400304020190105500;04 Dic 2020 - REQUIERE;2020-12-07;2020-12-07;2020-12-07;LETRA;
0;11001400304020200012900;07 Dic 2020 - AL DESPACHO;;;2020-12-07;DESPACHO;
0;11001400304020200058700; 16 Sep 2020 - ADMITE DEMANDA ;2020-09-17;2020-09-17;2020-09-17;LETRA;
0;11001400304020200068400; 13 Oct 2020 - ADMITE DEMANDA ;2020-10-14;2020-10-14;2020-10-14;OFICIOS;
0;11001400304120160053000;26 Ago 2020 - OTRAS TERMINACIONES POR AUTO;2020-08-27;2020-08-27;2020-08-27;ARCHIVO;
0;11001400304120190084800;18 Nov 2020 - CONSTANCIA SECRETARIAL - DIGITALIZADO // AL DESPACHO;;;2020-11-19;DESPACHO;
0;11001400304220180069300;12 Nov 2020 - AL DESPACHO;;;2020-12-02;DESPACHO;
0;11001400304220180095900;12 Nov 2020 - AL DESPACHO;;;2020-12-03;DESPACHO;
0;11001400304220190124700;21 Sep 2020 - RECEPCIÓN MEMORIAL - CONSTANCIA PAGO HONORARIOS;;;2020-10-06;SECRETARÍA;
0;11001310303120180050600;15 Oct 2020 - AL DESPACHO;;;2020-10-15;DESPACHO;
0;11001310303720190003300;23 Oct 2020 - PONE EN CONOCIMIENTO DECISIÓN DE PAGADOR DE PONER DINEROS A ORDENES DEL JUZGADO;2020-10-26;2020-10-26;2020-10-26;OFICIOS;
0;11001311000720170063200; 15 Mar 2018 - RECHAZA DEMANDA;;;2018-03-15;SECRETARÍA;
0;11001311001820140069700;07 Jul 2020 - REQUERIR A LOS ADJUDICATARIOS;2020-07-08;2020-07-08;2020-07-08;LETRA;
0;11001310301320200029200;01 Dic 2020 - ENVÍO EXPEDIENTE - TRIBUNAL SUPERIOR;;;2020-12-01;OFICIOS;
0;11001310304120140010200;26 Feb 2020 - OFICIO ELABORADO - REGISTRO, PARA ARCHIVAR;;;2020-02-26;ARCHIVAR;
0;11001418901520190053300;25 Sep 2020 - ORDENA SUSPENSION DEL PROCESO-OFICIAR A JUZG. 57 CMPA;2020-09-25;2020-09-25;2020-10-06;SECRETARÍA;
